depth,lithotype_code,kaolinite,hydromica,feldspar,quartz,porosity,clay_share_solid,q_over_qf,porosity_tag,class_key,class_name
1600.3400,2,0.431964,0.082643,0.232970,0.218423,0.034000,0.532719,0.483887,плотный,seal_kaolinite_argillite,каолинитовая легкая глина
1600.5400,2,0.452007,0.043960,0.210243,0.246154,0.047636,0.520774,0.539341,плотный,seal_kaolinite_argillite,каолинитовая легкая глина
1600.7400,2,0.379809,0.030225,0.185099,0.329836,0.075030,0.443295,0.640538,плотный,seal_kaolinite_argillite,каолинитовая легкая глина
1600.9400,2,0.350647,0.039090,0.183727,0.367143,0.059394,0.414346,0.666478,плотный,seal_kaolinite_argillite,каолинитовая легкая глина
1601.1400,2,0.300042,0.056422,0.179103,0.381949,0.082485,0.388510,0.680773,пористый,seal_kaolinite_argillite,каолинитовая легкая глина
1601.3400,2,0.352696,0.014915,0.171947,0.402079,0.058364,0.390396,0.700454,плотный,seal_kaolinite_argillite,каолинитовая легкая глина
1601.5400,2,0.402737,0.008509,0.153598,0.423580,0.011576,0.416062,0.733881,плотный,seal_kaolinite_argillite,каолинитовая легкая глина
1601.7400,2,0.308971,0.085470,0.152645,0.428975,0.023939,0.404116,0.737553,плотный,seal_kaolinite_argillite,каолинитовая легкая глина
1601.9400,2,0.267940,0.112369,0.144650,0.410798,0.064242,0.406419,0.739580,плотный,seal_kaolinite_argillite,каолинитовая легкая глина
1602.1400,2,0.295267,0.097582,0.143337,0.371329,0.092485,0.432884,0.721496,пористый,seal_kaolinite_argillite,каолинитовая легкая глина
1602.3400,1,0.188899,0.071429,0.241843,0.420911,0.076918,0.282020,0.635093,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1602.5400,1,0.234041,0.098766,0.326354,0.287263,0.053577,0.351647,0.468148,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1602.7400,1,0.279817,0.098443,0.310760,0.273178,0.037803,0.393121,0.467820,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1602.9400,1,0.270913,0.102067,0.312370,0.283277,0.031373,0.385060,0.475579,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1603.1400,1,0.257442,0.104033,0.313952,0.290923,0.033650,0.374062,0.480964,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1603.3400,1,0.300685,0.098205,0.299482,0.301594,0.000034,0.398904,0.501757,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1603.5400,1,0.335814,0.072090,0.253444,0.338652,0.000000,0.407904,0.571954,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1603.7400,1,0.306284,0.039878,0.267334,0.386504,0.000000,0.346162,0.591132,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1603.9400,1,0.212145,0.044501,0.275889,0.416580,0.050885,0.270406,0.601587,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1604.1400,1,0.173383,0.049207,0.275845,0.420150,0.081416,0.242318,0.603668,пористый,sand_arkose_wacke,пористый аркозовый песчаник
1604.3400,1,0.243187,0.031299,0.274304,0.412541,0.038669,0.285527,0.600632,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1604.5400,1,0.276649,0.004896,0.271232,0.413288,0.033934,0.291435,0.603763,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1604.7400,1,0.261736,0.007434,0.269563,0.408967,0.052300,0.284025,0.602724,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1604.9400,1,0.294919,0.003462,0.268936,0.415787,0.016895,0.303509,0.607234,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1605.1400,1,0.318394,0.000216,0.268599,0.412599,0.000192,0.318671,0.605696,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1605.3400,1,0.300175,0.004325,0.278228,0.406214,0.011058,0.307905,0.593497,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1605.5400,1,0.253291,0.020739,0.300158,0.380504,0.045309,0.287035,0.559020,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1605.7400,1,0.238372,0.040885,0.294310,0.366209,0.060225,0.297153,0.554426,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1605.9400,1,0.256663,0.043142,0.292643,0.364611,0.042940,0.313256,0.554749,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1606.1400,1,0.217932,0.048804,0.296359,0.383144,0.053760,0.281891,0.563859,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1606.3400,2,0.074696,0.453344,0.225079,0.205850,0.041030,0.550633,0.477689,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1606.5400,2,0.077573,0.525645,0.216791,0.162052,0.017939,0.614237,0.427755,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1606.7400,2,0.083187,0.533755,0.212932,0.147581,0.022545,0.631172,0.409365,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1606.9400,2,0.048235,0.625134,0.186811,0.139821,0.000000,0.673368,0.428069,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1607.1400,2,0.054157,0.609496,0.192317,0.144030,0.000000,0.663653,0.428218,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1607.3400,2,0.111753,0.512238,0.220445,0.129201,0.026364,0.640887,0.369519,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1607.5400,2,0.168580,0.550067,0.219252,0.062101,0.000000,0.718647,0.220723,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1607.7400,2,0.155703,0.543872,0.221360,0.077671,0.001394,0.700551,0.259742,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1607.9400,2,0.163530,0.501365,0.228542,0.086078,0.020485,0.678800,0.273592,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1608.1400,2,0.169463,0.479584,0.233491,0.087643,0.029818,0.668996,0.272918,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1608.3400,2,0.170072,0.451482,0.248034,0.090534,0.039879,0.647370,0.267404,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1608.5400,2,0.142671,0.467441,0.260292,0.089474,0.040121,0.635614,0.255811,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1608.7400,2,0.100303,0.577946,0.225672,0.096079,0.000000,0.678248,0.298613,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1608.9400,2,0.071924,0.624130,0.207950,0.095996,0.000000,0.696054,0.315832,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1609.1400,2,0.113742,0.511487,0.246387,0.112929,0.015455,0.635043,0.314289,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1609.3400,2,0.143761,0.477803,0.235802,0.111180,0.031455,0.641749,0.320419,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1609.5400,2,0.211672,0.412661,0.213790,0.109271,0.052606,0.659000,0.338236,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1609.7400,2,0.192509,0.429031,0.232640,0.114063,0.031758,0.641925,0.328993,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1609.9400,2,0.178769,0.465134,0.237107,0.109355,0.009636,0.650167,0.315633,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1610.1400,2,0.165654,0.498809,0.224971,0.097353,0.013212,0.673360,0.302036,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1610.3400,2,0.141778,0.556366,0.189322,0.102292,0.010242,0.705368,0.350777,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1610.5400,2,0.125258,0.589526,0.144711,0.134868,0.005636,0.718836,0.482396,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1610.7400,2,0.157227,0.510672,0.203949,0.108697,0.019455,0.681150,0.347668,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1610.9400,2,0.197611,0.387871,0.253223,0.119234,0.042061,0.611189,0.320129,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1611.1400,2,0.211235,0.345099,0.265220,0.126991,0.051455,0.586512,0.323783,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1611.3400,2,0.216612,0.343817,0.255457,0.127630,0.056485,0.593979,0.333162,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1611.5400,2,0.215283,0.397694,0.218014,0.136645,0.032364,0.633479,0.385285,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1611.7400,2,0.213865,0.370338,0.227916,0.142245,0.045636,0.612139,0.384279,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1611.9400,2,0.206469,0.380076,0.223729,0.133362,0.056364,0.621580,0.373467,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1612.1400,2,0.174191,0.486893,0.194966,0.118252,0.025697,0.678521,0.377540,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1612.3400,2,0.163097,0.510555,0.189897,0.122269,0.014182,0.683342,0.391679,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1612.5400,2,0.158658,0.477653,0.193970,0.144022,0.025697,0.653093,0.426111,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1612.7400,2,0.178544,0.398655,0.202993,0.169443,0.050364,0.607811,0.454958,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1612.9400,2,0.186128,0.369742,0.208263,0.178413,0.057455,0.589754,0.461402,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1613.1400,2,0.179952,0.391141,0.202824,0.176628,0.049455,0.600806,0.465481,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1613.3400,2,0.176446,0.406375,0.195308,0.170781,0.051091,0.614201,0.466501,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1613.5400,2,0.177878,0.437185,0.187562,0.161072,0.036303,0.638233,0.462010,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1613.7400,2,0.173019,0.491069,0.186212,0.135216,0.014485,0.673848,0.420673,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1613.9400,2,0.157832,0.547807,0.169596,0.124765,0.000000,0.705639,0.423850,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1614.1400,2,0.162684,0.536200,0.189121,0.111995,0.000000,0.698884,0.371933,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1614.3400,2,0.166934,0.497108,0.230837,0.091424,0.013697,0.673264,0.283695,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1614.5400,2,0.158977,0.429544,0.219566,0.152641,0.039273,0.612578,0.410097,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1614.7400,2,0.168490,0.369217,0.226448,0.184935,0.050909,0.566550,0.449545,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1614.9400,2,0.173020,0.356363,0.230540,0.188259,0.051818,0.558314,0.449520,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1615.1400,2,0.174305,0.376766,0.230581,0.165378,0.052970,0.581893,0.417665,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1615.3400,2,0.190101,0.405325,0.248652,0.107256,0.048667,0.625886,0.301359,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1615.5400,2,0.190450,0.400733,0.265407,0.091592,0.051818,0.623491,0.256562,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1615.7400,2,0.189878,0.403081,0.271093,0.090856,0.045091,0.620959,0.251019,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1615.9400,2,0.178993,0.444612,0.262411,0.088893,0.025091,0.639655,0.253037,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1616.1400,2,0.184010,0.430271,0.262882,0.088717,0.034121,0.635981,0.252324,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1616.3400,2,0.194201,0.408569,0.255167,0.098427,0.043636,0.630273,0.278361,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1616.5400,2,0.212129,0.344862,0.253666,0.133585,0.055758,0.589882,0.344957,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1616.7400,2,0.230118,0.306653,0.261899,0.142846,0.058485,0.570114,0.352928,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1616.9400,2,0.225817,0.312391,0.257640,0.135727,0.068424,0.577740,0.345039,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1617.1400,2,0.204497,0.310486,0.249959,0.156209,0.078848,0.559064,0.384592,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1617.3400,2,0.122110,0.394798,0.222993,0.201614,0.058485,0.549017,0.474826,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1617.5400,2,0.103747,0.427893,0.247014,0.178013,0.043333,0.555721,0.418827,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1617.7400,2,0.087173,0.471882,0.247850,0.163762,0.029333,0.575949,0.397856,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1617.9400,2,0.065209,0.544783,0.230867,0.159141,0.000000,0.609992,0.408045,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1618.1400,2,0.088948,0.491879,0.238982,0.178918,0.001273,0.581567,0.428136,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1618.3400,2,0.133110,0.376458,0.241716,0.215625,0.033091,0.527007,0.471475,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1618.5400,2,0.109810,0.406554,0.226616,0.220718,0.036303,0.535816,0.493408,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1618.7400,2,0.099016,0.421997,0.218881,0.218227,0.041879,0.543786,0.499252,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1618.9400,2,0.117906,0.357324,0.233693,0.219623,0.071455,0.511800,0.484481,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1619.1400,2,0.099536,0.419188,0.218066,0.205210,0.058000,0.550662,0.484813,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1619.3400,2,0.088388,0.507474,0.203198,0.176939,0.024000,0.610515,0.465461,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1619.5400,2,0.103521,0.543980,0.199158,0.153341,0.000000,0.647501,0.435012,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1619.7400,2,0.128929,0.499372,0.219386,0.152312,0.000000,0.628302,0.409773,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1619.9400,2,0.154256,0.412488,0.240387,0.157536,0.035333,0.587503,0.395895,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1620.1400,2,0.141518,0.440159,0.221310,0.168891,0.028121,0.598508,0.432831,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1620.3400,2,0.121623,0.470355,0.185959,0.200851,0.021212,0.604807,0.519251,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1620.5400,2,0.133620,0.439368,0.204427,0.184647,0.037939,0.595583,0.474580,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1620.7400,2,0.140583,0.398549,0.217398,0.187651,0.055818,0.571004,0.463280,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1620.9400,2,0.141734,0.399077,0.218867,0.191777,0.048545,0.568405,0.467015,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1621.1400,2,0.158021,0.425485,0.217066,0.172217,0.027212,0.599828,0.442395,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1621.3400,2,0.200730,0.456657,0.214360,0.126314,0.001939,0.658664,0.370777,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1621.5400,2,0.179004,0.424346,0.211383,0.158236,0.027030,0.620112,0.428105,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1621.7400,2,0.187593,0.349359,0.227479,0.169448,0.066121,0.574970,0.426899,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1621.9400,2,0.191330,0.334474,0.230585,0.169126,0.074485,0.568121,0.423121,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1622.1400,2,0.169528,0.435928,0.198694,0.165426,0.030424,0.624455,0.454316,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1622.3400,2,0.139227,0.598863,0.132914,0.128996,0.000000,0.738090,0.492520,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1622.5400,2,0.158714,0.587916,0.149727,0.103643,0.000000,0.746630,0.409059,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1622.7400,2,0.213883,0.436606,0.198903,0.137456,0.013152,0.659158,0.408659,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1622.9400,2,0.237195,0.370268,0.220172,0.155031,0.017333,0.618179,0.413193,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1623.1400,2,0.248268,0.350539,0.236063,0.144646,0.020485,0.611329,0.379939,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1623.3400,2,0.270404,0.315877,0.269618,0.108465,0.035636,0.607946,0.286880,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1623.5400,2,0.259448,0.358583,0.257101,0.095655,0.029212,0.636629,0.271164,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1623.7400,2,0.253255,0.391974,0.246625,0.087662,0.020485,0.658723,0.262235,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1623.9400,2,0.268094,0.337827,0.259975,0.093680,0.040424,0.631447,0.264890,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1624.1400,2,0.264052,0.306817,0.270589,0.103694,0.054848,0.603997,0.277047,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1624.3400,2,0.189957,0.422052,0.246768,0.104798,0.036424,0.635144,0.298089,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1624.5400,2,0.120362,0.596318,0.197128,0.084555,0.001636,0.717855,0.300178,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1624.7400,2,0.089037,0.653260,0.175563,0.081232,0.000909,0.742972,0.316329,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1624.9400,2,0.113197,0.573410,0.196155,0.091480,0.025758,0.704760,0.318042,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1625.1400,2,0.174828,0.465900,0.236545,0.076667,0.046061,0.671665,0.244777,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1625.3400,2,0.245440,0.448113,0.261388,0.011423,0.033636,0.717694,0.041872,плотный,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина
1625.5400,2,0.212285,0.460992,0.227433,0.057593,0.041697,0.702572,0.202062,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1625.7400,2,0.241870,0.332038,0.251368,0.083390,0.091333,0.631594,0.249105,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1625.9400,2,0.238537,0.340821,0.248317,0.080507,0.091818,0.637932,0.244833,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1626.1400,2,0.170672,0.511350,0.193699,0.060037,0.064242,0.728845,0.236612,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1626.3400,2,0.103589,0.641995,0.147993,0.073878,0.032545,0.770665,0.332978,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1626.5400,2,0.122918,0.609394,0.157443,0.071458,0.038788,0.761863,0.312179,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1626.7400,2,0.124021,0.611344,0.159366,0.084239,0.021030,0.751162,0.345802,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1626.9400,2,0.114470,0.645766,0.151053,0.088712,0.000000,0.760235,0.369995,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1627.1400,2,0.145182,0.617546,0.167668,0.067484,0.002121,0.764349,0.286979,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1627.3400,2,0.212217,0.524292,0.207868,0.032108,0.023515,0.754245,0.133796,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1627.5400,2,0.179714,0.509241,0.205320,0.066573,0.039152,0.717028,0.244850,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1627.7400,2,0.178387,0.501537,0.209598,0.071146,0.039333,0.707762,0.253419,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1627.9400,2,0.199209,0.447050,0.228716,0.089451,0.035576,0.670097,0.281144,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1628.1400,2,0.194442,0.385024,0.234638,0.137048,0.048848,0.609225,0.368720,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1628.3400,2,0.132359,0.390130,0.197402,0.226595,0.053515,0.552030,0.534426,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1628.5400,2,0.157192,0.339004,0.201442,0.244121,0.058242,0.526882,0.547894,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1628.7400,2,0.184691,0.268158,0.216650,0.272925,0.057576,0.480515,0.557474,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1628.9400,2,0.174326,0.307468,0.207874,0.274818,0.035515,0.499535,0.569345,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1629.1400,2,0.156448,0.377610,0.207216,0.230301,0.028424,0.549683,0.526381,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1629.3400,2,0.188227,0.343563,0.275771,0.147893,0.044545,0.556583,0.349081,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1629.5400,2,0.213893,0.314846,0.294255,0.119006,0.058000,0.561294,0.287969,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1629.7400,2,0.212375,0.315397,0.290360,0.101626,0.080242,0.573816,0.259259,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1629.9400,2,0.203620,0.340976,0.282548,0.095462,0.077394,0.590280,0.252537,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1630.1400,2,0.210763,0.347255,0.286548,0.094950,0.060485,0.593942,0.248887,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1630.3400,2,0.232226,0.360376,0.292714,0.071229,0.043455,0.619524,0.195714,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1630.5400,2,0.241894,0.408763,0.285803,0.039721,0.023818,0.666533,0.122023,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1630.7400,2,0.233322,0.453154,0.277324,0.024261,0.011939,0.694771,0.080444,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1630.9400,2,0.233374,0.446132,0.276965,0.021529,0.022000,0.694791,0.072127,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1631.1400,2,0.249902,0.406388,0.278901,0.029172,0.035636,0.680542,0.094693,плотный,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина
1631.3400,2,0.229654,0.459147,0.237465,0.059552,0.014182,0.698710,0.200500,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1631.5400,2,0.176512,0.425887,0.215162,0.128863,0.053576,0.636500,0.374574,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1631.7400,2,0.212322,0.261884,0.250656,0.138592,0.136545,0.549196,0.356051,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1631.9400,2,0.215108,0.247091,0.252714,0.135996,0.149091,0.543183,0.349866,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1632.1400,2,0.181781,0.252560,0.230574,0.191753,0.143333,0.507012,0.454039,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1632.3400,2,0.110468,0.215054,0.179092,0.325022,0.170364,0.392368,0.644738,пористый,seal_hydromica_argillite,гидрослюдистая легкая глина
1632.5400,2,0.118739,0.204278,0.174529,0.329726,0.172727,0.390461,0.653887,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1632.7400,2,0.093117,0.304843,0.147140,0.329930,0.124970,0.454796,0.691575,пористый,seal_hydromica_argillite,гидрослюдистая легкая глина
1632.9400,2,0.068563,0.390995,0.126852,0.339226,0.074364,0.496478,0.727831,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1633.1400,2,0.051860,0.426439,0.121362,0.350703,0.049636,0.503279,0.742912,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1633.3400,2,0.041158,0.454179,0.136478,0.339761,0.028424,0.509828,0.713425,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1633.5400,2,0.158694,0.251207,0.240110,0.281989,0.068000,0.439808,0.540106,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1633.7400,2,0.219313,0.105377,0.290003,0.264337,0.120970,0.369374,0.476851,пористый,seal_kaolinite_argillite,каолинитовая легкая глина
1633.9400,2,0.175632,0.226353,0.250348,0.230273,0.117394,0.455452,0.479116,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1634.1400,2,0.133627,0.321206,0.217038,0.209886,0.118242,0.515826,0.491624,пористый,seal_hydromica_argillite,гидрослюдистая легкая глина
1634.3400,2,0.080669,0.388124,0.186731,0.241809,0.102667,0.522429,0.564262,пористый,seal_hydromica_argillite,гидрослюдистая легкая глина
1634.5400,2,0.049119,0.410767,0.166050,0.282550,0.091515,0.506211,0.629849,пористый,seal_hydromica_argillite,гидрослюдистая легкая глина
1634.7400,2,0.073554,0.296932,0.190193,0.313867,0.125455,0.423632,0.622678,пористый,seal_hydromica_argillite,гидрослюдистая легкая глина
1634.9400,2,0.073202,0.299135,0.190179,0.315726,0.121758,0.423957,0.624081,пористый,seal_hydromica_argillite,гидрослюдистая легкая глина
1635.1400,2,0.069614,0.386222,0.180292,0.283933,0.079939,0.495441,0.611629,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1635.3400,2,0.145501,0.411353,0.216391,0.185968,0.040788,0.580532,0.462194,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1635.5400,2,0.191257,0.412035,0.233521,0.127369,0.035818,0.625703,0.352931,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1635.7400,2,0.209358,0.388803,0.245083,0.108757,0.048000,0.628319,0.307362,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
