depth,lithotype_code,kaolinite,hydromica,feldspar,quartz,porosity,clay_share_solid,q_over_qf,porosity_tag,class_key,class_name
1620.6100,2,0.270320,0.069652,0.132783,0.330518,0.196727,0.423234,0.713399,высокопористый,seal_kaolinite_argillite,каолинитовая легкая глина
1620.8100,2,0.197895,0.157574,0.108728,0.344107,0.191697,0.439772,0.759895,высокопористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1621.0100,2,0.194166,0.121046,0.101106,0.377621,0.206061,0.397024,0.788802,высокопористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1621.2100,2,0.190895,0.044209,0.112850,0.426168,0.225879,0.303704,0.790638,высокопористый,seal_silty_argillite,песчанистая легкая глина
1621.4100,2,0.163321,0.055206,0.118534,0.428029,0.234909,0.285623,0.783128,высокопористый,seal_silty_argillite,песчанистая легкая глина
1621.6100,2,0.139821,0.110270,0.127860,0.375139,0.246909,0.332087,0.745804,высокопористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1621.8100,2,0.185907,0.149392,0.130793,0.328636,0.205273,0.421904,0.715314,высокопористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1622.0100,2,0.280987,0.131461,0.112915,0.343546,0.131091,0.474674,0.752629,пористый,seal_kaolinite_argillite,каолинитовая легкая глина
1622.2100,2,0.253561,0.126672,0.093339,0.384428,0.142000,0.443161,0.804634,пористый,seal_kaolinite_argillite,каолинитовая легкая глина
1622.4100,2,0.178282,0.151598,0.082619,0.397259,0.190242,0.407381,0.827834,высокопористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1622.6100,2,0.210993,0.093588,0.086831,0.399800,0.208788,0.384955,0.821566,высокопористый,seal_kaolinite_argillite,каолинитовая легкая глина
1622.8100,2,0.195480,0.080597,0.102651,0.390727,0.230545,0.358796,0.791943,высокопористый,seal_kaolinite_argillite,каолинитовая легкая глина
1623.0100,2,0.172006,0.153657,0.109590,0.336626,0.228121,0.421909,0.754401,высокопористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1623.2100,2,0.162066,0.260526,0.108867,0.254117,0.214424,0.537939,0.700077,высокопористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
