interval_id,lithotype,start_idx,end_idx,depth_start,depth_end,sample_count,method,local_score,negative_share,bad_metric_name,bad_share,elapsed_sec,evals,invalid_count,generations_ran
0,2,0,18,1634.03,1637.43,18,ga,0.02666666666666667,0.03333333333333333,glin_bad_share,0.0,2.4114505000179633,16953,0,50
1,1,18,236,1637.63,1681.03,218,ga,0.054678899082568816,0.03394495412844037,coll_bad_share,0.27522935779816515,4.194296600064263,25532,0,77
2,2,236,276,1681.23,1689.03,40,ga,0.16000000000000003,0.2,glin_bad_share,0.0,2.2604257999919355,16953,0,50
3,1,276,287,1689.23,1691.23,11,ga,0.16000000000000003,0.2,coll_bad_share,0.0,2.1723875999450684,16648,0,50
4,2,287,306,1691.43,1695.03,19,ga,0.16000000000000003,0.2,glin_bad_share,0.0,2.4460507000330836,16953,0,50
5,1,306,530,1695.23,1739.83,224,ga,0.07803571428571429,0.06517857142857143,coll_bad_share,0.25892857142857145,5.652706800028682,34333,0,104
6,2,530,540,1740.03,1741.83,10,ga,0.032,0.04,glin_bad_share,0.0,2.409095900016837,16953,0,50
7,1,540,563,1742.03,1746.43,23,ga,0.0,0.0,coll_bad_share,0.0,2.06098710000515,16648,0,50
8,2,563,604,1746.63,1754.63,41,ga,0.02731707317073171,0.03414634146341464,glin_bad_share,0.0,2.640413200017065,20561,0,61
9,1,604,615,1754.83,1756.83,11,ga,0.12363636363636366,0.10909090909090909,coll_bad_share,0.36363636363636365,2.629111299989745,18935,0,57
10,2,615,658,1757.03,1765.43,43,ga,0.0074418604651162795,0.009302325581395349,glin_bad_share,0.0,2.521304599940777,19255,0,57
11,1,658,681,1765.63,1770.03,23,ga,0.08347826086956522,0.10434782608695652,coll_bad_share,0.0,2.833260599989444,22212,0,67
12,2,681,715,1770.23,1776.83,34,ga,0.1,0.0,glin_bad_share,1.0,2.494130300008692,16953,0,50
