start_depth,end_depth,thickness,lithotype_code,class_key,class_name,sample_count
1600.2400,1602.2400,2.0000,2,seal_kaolinite_argillite,каолинитовая легкая глина,10
1602.2400,1604.0400,1.8000,1,sand_arkose_wacke,плотный аркозовый песчаник,9
1604.0400,1604.2400,0.2000,1,sand_arkose_wacke,пористый аркозовый песчаник,1
1604.2400,1606.2400,2.0000,1,sand_arkose_wacke,плотный аркозовый песчаник,10
1606.2400,1606.8400,0.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,3
1606.8400,1607.0400,0.2000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,1
1607.0400,1607.4400,0.4000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,2
1607.4400,1608.0400,0.6000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,3
1608.0400,1608.6400,0.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,3
1608.6400,1609.0400,0.4000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,2
1609.0400,1610.0400,1.0000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,5
1610.0400,1610.8400,0.8000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,4
1610.8400,1611.0400,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1611.0400,1612.0400,1.0000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,5
1612.0400,1612.4400,0.4000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,2
1612.4400,1613.6400,1.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,6
1613.6400,1614.4400,0.8000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,4
1614.4400,1616.4400,2.0000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,10
1616.4400,1617.2400,0.8000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,4
1617.2400,1621.8400,4.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,23
1621.8400,1622.0400,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1622.0400,1622.2400,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1622.2400,1622.6400,0.4000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,2
1622.6400,1622.8400,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1622.8400,1624.2400,1.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,7
1624.2400,1624.4400,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1624.4400,1625.2400,0.8000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,4
1625.2400,1625.4400,0.2000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,1
1625.4400,1625.6400,0.2000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,1
1625.6400,1626.0400,0.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,2
1626.0400,1628.0400,2.0000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,10
1628.0400,1628.6400,0.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,3
1628.6400,1629.0400,0.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,2
1629.0400,1629.2400,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1629.2400,1630.6400,1.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,7
1630.6400,1631.0400,0.4000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,2
1631.0400,1631.2400,0.2000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,1
1631.2400,1631.4400,0.2000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,1
1631.4400,1631.6400,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1631.6400,1632.2400,0.6000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,3
1632.2400,1632.4400,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1632.4400,1632.6400,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1632.6400,1633.4400,0.8000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,4
1633.4400,1633.6400,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1633.6400,1633.8400,0.2000,2,seal_kaolinite_argillite,каолинитовая легкая глина,1
1633.8400,1634.0400,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1634.0400,1635.6400,1.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,8
1635.6400,1635.8400,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1635.8400,1636.2400,0.4000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,2
1636.2400,1636.4400,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1636.4400,1636.8400,0.4000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,2
1636.8400,1637.6400,0.8000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,4
1637.6400,1637.8400,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1637.8400,1638.0400,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1638.0400,1640.2400,2.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,11
1640.2400,1640.4400,0.2000,1,sand_arkose_wacke,пористый аркозовый песчаник,1
1640.4400,1640.8400,0.4000,1,sand_arkose_wacke,плотный аркозовый песчаник,2
1640.8400,1641.8400,1.0000,1,sand_arkose_wacke,пористый аркозовый песчаник,5
1641.8400,1642.0400,0.2000,1,sand_arkose_wacke,высокопористый аркозовый песчаник,1
1642.0400,1645.0400,3.0000,1,sand_arkose_wacke,пористый аркозовый песчаник,15
1645.0400,1646.0400,1.0000,2,seal_kaolinite_argillite,каолинитовая легкая глина,5
1646.0400,1647.6400,1.6000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,8
