interval_id,lithotype,depth_start,depth_end,sample_count,ga_local_score,bf_local_score,delta_local_score,ga_negative_share,bf_negative_share,delta_negative_share,ga_bad_share,bf_bad_share,delta_bad_share,bf_label
0,2,2920.0,2935.0,76,0.19157894736842107,0.19578947368421054,0.00421052631578947,0.2394736842105263,0.24473684210526317,0.0052631578947368585,0.0,0.0,0.0,bf_budget_time_matched
1,1,2935.2,2947.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bf_budget_time_matched
2,2,2947.2,2961.2,71,0.014084507042253521,0.014084507042253521,0.0,0.014084507042253521,0.014084507042253521,0.0,0.028169014084507043,0.028169014084507043,0.0,bf_budget_time_matched
3,1,2961.4,2963.4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bf_budget_time_matched
4,2,2963.6,2970.2,34,0.04058823529411765,0.04058823529411765,0.0,0.047058823529411764,0.047058823529411764,0.0,0.029411764705882353,0.029411764705882353,0.0,bf_budget_time_matched
5,1,2970.4,2976.8,33,0.0030303030303030307,0.0030303030303030307,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,bf_budget_time_matched
6,2,2977.0,2999.8,115,0.042782608695652175,0.04869565217391305,0.005913043478260875,0.04695652173913043,0.05217391304347826,0.0052173913043478265,0.05217391304347826,0.06956521739130435,0.01739130434782609,bf_budget_time_matched
