interval_id,lithotype,depth_start,depth_end,sample_count,ga_local_score,bf_local_score,delta_local_score,ga_negative_share,bf_negative_share,delta_negative_share,ga_bad_share,bf_bad_share,delta_bad_share,bf_label
0,2,2920.0,2935.0,76,0.19157894736842107,0.18947368421052632,-0.002105263157894749,0.2394736842105263,0.23684210526315788,-0.0026315789473684292,0.0,0.0,0.0,bf_full_interval
1,1,2935.2,2947.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bf_full_interval
2,2,2947.2,2961.2,71,0.014084507042253521,0.014084507042253521,0.0,0.014084507042253521,0.014084507042253521,0.0,0.028169014084507043,0.028169014084507043,0.0,bf_full_interval
3,1,2961.4,2963.4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bf_full_interval
4,2,2963.6,2970.2,34,0.04058823529411765,0.037647058823529415,-0.002941176470588232,0.047058823529411764,0.047058823529411764,0.0,0.029411764705882353,0.0,-0.029411764705882353,bf_full_interval
5,1,2970.4,2976.8,33,0.0030303030303030307,0.0030303030303030307,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0,bf_full_interval
6,2,2977.0,2999.8,115,0.042782608695652175,0.04139130434782609,-0.0013913043478260834,0.04695652173913043,0.04521739130434783,-0.0017391304347826042,0.05217391304347826,0.05217391304347826,0.0,bf_full_interval
