interval_id,lithotype,start_idx,end_idx,depth_start,depth_end,sample_count,method,local_score,negative_share,bad_metric_name,bad_share,elapsed_sec,evals,invalid_count,generations_ran
0,2,0,76,2920.0,2935.0,76,bf,0.1936842105263158,0.24210526315789474,glin_bad_share,0.0,0.007538300000305753,256,0,0
1,1,76,136,2935.2,2947.0,60,bf,0.0,0.0,coll_bad_share,0.0,0.009248500002286164,256,0,0
2,2,136,207,2947.2,2961.2,71,bf,0.015492957746478873,0.014084507042253521,glin_bad_share,0.04225352112676056,0.007172000001446577,256,0,0
3,1,207,218,2961.4,2963.4,11,bf,0.0,0.0,coll_bad_share,0.0,0.00798670000222046,256,0,0
4,2,218,252,2963.6,2970.2,34,bf,0.037647058823529415,0.047058823529411764,glin_bad_share,0.0,0.007045999998808838,256,0,0
5,1,252,285,2970.4,2976.8,33,bf,0.0030303030303030307,0.0,coll_bad_share,0.030303030303030304,0.00804229999994277,256,0,0
6,2,285,400,2977.0,2999.8,115,bf,0.044347826086956525,0.043478260869565216,glin_bad_share,0.09565217391304348,0.00831579999794485,256,0,0
