depth,lithotype_code,kaolinite,hydromica,feldspar,quartz,porosity,clay_share_solid,q_over_qf,porosity_tag,class_key,class_name
1736.8500,2,0.577142,0.056303,0.196681,0.080299,0.089576,0.695768,0.289908,пористый,seal_kaolinite_clay,каолинитовая тяжелая глина
1737.0500,2,0.605262,0.023473,0.213543,0.072752,0.084970,0.687120,0.254116,пористый,seal_kaolinite_clay,каолинитовая тяжелая глина
1737.2500,2,0.577239,0.046223,0.206173,0.088910,0.081455,0.678750,0.301306,пористый,seal_kaolinite_clay,каолинитовая тяжелая глина
1737.4500,2,0.443467,0.150510,0.166605,0.156752,0.082667,0.647504,0.484764,пористый,seal_kaolinite_argillite,каолинитовая легкая глина
1737.6500,2,0.306375,0.252472,0.125946,0.240904,0.074303,0.603704,0.656682,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1737.8500,2,0.349662,0.186485,0.161289,0.220989,0.081576,0.583768,0.578085,пористый,seal_kaolinite_argillite,каолинитовая легкая глина
1738.0500,2,0.401661,0.114755,0.193943,0.191823,0.097818,0.572408,0.497252,пористый,seal_kaolinite_argillite,каолинитовая легкая глина
1738.2500,2,0.334465,0.155025,0.166918,0.241531,0.102061,0.545126,0.591338,пористый,seal_kaolinite_argillite,каолинитовая легкая глина
1738.4500,1,0.096957,0.137624,0.120531,0.543184,0.101703,0.261140,0.818399,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1738.6500,1,0.108657,0.128703,0.122094,0.551093,0.089452,0.260679,0.818633,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1738.8500,1,0.116844,0.113141,0.133884,0.555857,0.080273,0.250058,0.805892,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1739.0500,1,0.116116,0.052449,0.175083,0.551930,0.104422,0.188220,0.759175,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1739.2500,1,0.102659,0.048712,0.174628,0.562912,0.111089,0.170288,0.763229,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1739.4500,1,0.066797,0.168505,0.081785,0.603471,0.079443,0.255608,0.880651,плотный,sand_subarkose_wacke,плотный субаркозовый песчаник
1739.6500,1,0.070414,0.219717,0.040056,0.632191,0.037623,0.301473,0.940415,плотный,sand_quartz_wacke,плотный кварцевый песчаник
1739.8500,1,0.072764,0.226903,0.037571,0.658125,0.004638,0.301063,0.945995,плотный,sand_quartz_wacke,плотный кварцевый песчаник
1740.0500,1,0.073411,0.157118,0.086872,0.661769,0.020830,0.235433,0.883960,плотный,sand_subarkose_wacke,плотный субаркозовый песчаник
1740.2500,1,0.075740,0.045664,0.158274,0.652169,0.068153,0.130283,0.804707,плотный,sand_subarkose_arenite,плотный субаркозовый аренит
1740.4500,1,0.070090,0.022595,0.160500,0.658265,0.088550,0.101690,0.803973,пористый,sand_subarkose_arenite,пористый субаркозовый аренит
1740.6500,1,0.039053,0.098541,0.102448,0.668635,0.091323,0.151422,0.867138,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1740.8500,1,0.027588,0.136364,0.073910,0.669829,0.092309,0.180625,0.900623,пористый,sand_quartz_wacke,пористый кварцевый песчаник
1741.0500,1,0.027024,0.173444,0.047998,0.671427,0.080106,0.217925,0.933282,пористый,sand_quartz_wacke,пористый кварцевый песчаник
1741.2500,1,0.034376,0.207031,0.026731,0.671702,0.060159,0.256860,0.961727,плотный,sand_quartz_wacke,плотный кварцевый песчаник
1741.4500,1,0.061566,0.186913,0.051106,0.632867,0.067547,0.266480,0.925281,плотный,sand_quartz_wacke,плотный кварцевый песчаник
1741.6500,1,0.074300,0.165118,0.084911,0.584695,0.090975,0.263380,0.873193,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1741.8500,1,0.074797,0.149039,0.099884,0.578750,0.097529,0.248027,0.852816,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1742.0500,1,0.074910,0.173437,0.083575,0.582336,0.085742,0.271637,0.874496,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1742.2500,1,0.085666,0.168396,0.094750,0.568296,0.082892,0.277025,0.857099,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1742.4500,1,0.108857,0.101533,0.157825,0.537105,0.094680,0.232394,0.772891,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1742.6500,1,0.094968,0.125879,0.134894,0.551125,0.093134,0.243528,0.803366,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1742.8500,1,0.091177,0.178573,0.096927,0.549574,0.083749,0.294406,0.850075,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1743.0500,1,0.090856,0.204345,0.078441,0.545663,0.080695,0.321113,0.874314,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1743.2500,1,0.086931,0.192531,0.082831,0.557403,0.080305,0.303863,0.870624,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1743.4500,1,0.090832,0.174527,0.090952,0.564924,0.078765,0.288047,0.861328,плотный,sand_subarkose_wacke,плотный субаркозовый песчаник
1743.6500,2,0.285383,0.223521,0.081154,0.335882,0.074061,0.549608,0.805403,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1743.8500,2,0.239273,0.261561,0.071005,0.328706,0.099455,0.556145,0.822358,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1744.0500,2,0.215782,0.271952,0.069321,0.335854,0.107091,0.546231,0.828911,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1744.2500,2,0.209800,0.288436,0.077801,0.327113,0.096848,0.551665,0.807857,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1744.4500,2,0.154213,0.331058,0.099117,0.293430,0.122182,0.552815,0.747503,пористый,seal_hydromica_argillite,гидрослюдистая легкая глина
1744.6500,2,0.169937,0.311381,0.108559,0.282304,0.127818,0.551856,0.722257,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1744.8500,2,0.226610,0.271563,0.120458,0.284339,0.097030,0.551705,0.702424,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1745.0500,2,0.247002,0.263914,0.122512,0.281420,0.085152,0.558471,0.696700,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1745.2500,2,0.231620,0.326565,0.105464,0.247563,0.088788,0.612575,0.701259,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1745.4500,2,0.182485,0.518708,0.055777,0.156909,0.086121,0.767271,0.737749,пористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1745.6500,2,0.113066,0.594064,0.038333,0.146477,0.108061,0.792801,0.792583,пористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1745.8500,2,0.091296,0.632390,0.031312,0.128275,0.116727,0.819323,0.803792,пористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1746.0500,2,0.136913,0.621329,0.034516,0.118818,0.088424,0.831792,0.774897,пористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1746.2500,2,0.137603,0.546445,0.044585,0.180094,0.091273,0.752754,0.801561,пористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1746.4500,2,0.182100,0.310878,0.071538,0.324696,0.110788,0.554399,0.819456,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1746.6500,2,0.207107,0.265867,0.068489,0.359507,0.099030,0.524961,0.839978,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1746.8500,2,0.222020,0.241765,0.067680,0.370960,0.097576,0.513932,0.845705,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1747.0500,2,0.256760,0.224171,0.069848,0.354494,0.094727,0.531256,0.835397,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1747.2500,2,0.294424,0.249176,0.072332,0.315219,0.068848,0.583794,0.813360,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1747.4500,2,0.247960,0.369365,0.068703,0.249729,0.064242,0.659707,0.784246,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1747.6500,2,0.217061,0.359265,0.067136,0.277870,0.078667,0.625535,0.805405,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1747.8500,2,0.234399,0.349994,0.064057,0.274399,0.077152,0.633250,0.810738,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1748.0500,2,0.270750,0.339450,0.067126,0.273220,0.049455,0.641947,0.802772,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1748.2500,2,0.302832,0.300733,0.086853,0.284370,0.025212,0.619175,0.766036,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1748.4500,2,0.316747,0.217076,0.132912,0.317507,0.015758,0.542370,0.704914,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1748.6500,2,0.286659,0.224912,0.130896,0.353898,0.003636,0.513438,0.729997,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1748.8500,2,0.285220,0.224662,0.133025,0.357093,0.000000,0.509882,0.728585,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1749.0500,2,0.265431,0.234297,0.131610,0.368662,0.000000,0.499728,0.736924,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1749.2500,2,0.207056,0.256037,0.113324,0.423583,0.000000,0.463093,0.788932,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1749.4500,2,0.184632,0.212658,0.075445,0.527264,0.000000,0.397291,0.874824,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1749.6500,2,0.145087,0.161547,0.083527,0.601476,0.008364,0.309220,0.878063,плотный,seal_silty_argillite,песчанистая легкая глина
1749.8500,2,0.085101,0.154411,0.080595,0.625528,0.054364,0.253282,0.885862,плотный,seal_silty_argillite,песчанистая легкая глина
1750.0500,2,0.105575,0.141777,0.081104,0.602635,0.068909,0.265658,0.881381,плотный,seal_silty_argillite,песчанистая легкая глина
1750.2500,2,0.131179,0.169337,0.085339,0.527600,0.086545,0.328988,0.860771,пористый,seal_silty_argillite,песчанистая легкая глина
1750.4500,2,0.149816,0.297415,0.094631,0.364258,0.093879,0.493567,0.793782,пористый,seal_hydromica_argillite,гидрослюдистая легкая глина
1750.6500,2,0.209539,0.328946,0.099308,0.276571,0.085636,0.588918,0.735798,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1750.8500,2,0.226827,0.318606,0.103633,0.255661,0.095273,0.602870,0.711564,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1751.0500,2,0.278093,0.298126,0.108015,0.242857,0.072909,0.621534,0.692151,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1751.2500,2,0.276249,0.354232,0.094779,0.216376,0.058364,0.669559,0.695397,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1751.4500,2,0.185055,0.536543,0.049776,0.148021,0.080606,0.784862,0.748350,пористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1751.6500,2,0.159326,0.574418,0.041597,0.128901,0.095758,0.811446,0.756026,пористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1751.8500,2,0.210572,0.576866,0.042278,0.096042,0.074242,0.850587,0.694349,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1752.0500,2,0.221056,0.570808,0.042877,0.089804,0.075455,0.856490,0.676840,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1752.2500,2,0.225548,0.516689,0.049440,0.129535,0.078788,0.805717,0.723760,плотный,seal_hydromica_clay,гидрослюдистая тяжелая глина
1752.4500,2,0.286441,0.335598,0.068499,0.237159,0.072303,0.670519,0.775896,плотный,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина
1752.6500,2,0.311396,0.273404,0.066467,0.287641,0.061091,0.622851,0.812296,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1752.8500,2,0.296868,0.271406,0.064114,0.304582,0.063030,0.606502,0.826105,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1753.0500,2,0.267700,0.281188,0.061776,0.306245,0.083091,0.598629,0.832140,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1753.2500,2,0.280978,0.263663,0.062599,0.317973,0.074788,0.588666,0.835514,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1753.4500,2,0.307955,0.232459,0.063263,0.334990,0.061333,0.575725,0.841149,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1753.6500,2,0.309371,0.268272,0.060606,0.305327,0.056424,0.612185,0.834379,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1753.8500,2,0.276445,0.289563,0.057781,0.305605,0.070606,0.609007,0.840993,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1754.0500,2,0.252662,0.298483,0.056026,0.309556,0.083273,0.601209,0.846748,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1754.2500,2,0.273066,0.301689,0.055917,0.295510,0.073818,0.620564,0.840885,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1754.4500,2,0.275799,0.332892,0.049777,0.270684,0.070848,0.655104,0.844671,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1754.6500,2,0.264246,0.351216,0.042322,0.273307,0.068909,0.661011,0.865912,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1754.8500,2,0.282112,0.351096,0.040047,0.269835,0.056909,0.671419,0.870767,плотный,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина
1755.0500,2,0.272410,0.352584,0.039302,0.267583,0.068121,0.670682,0.871933,плотный,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина
1755.2500,2,0.256918,0.349692,0.044087,0.275243,0.074061,0.655128,0.861938,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1755.4500,2,0.298935,0.307245,0.062545,0.275942,0.055333,0.641686,0.815221,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1755.6500,2,0.320042,0.292420,0.063558,0.275435,0.048545,0.643711,0.812508,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1755.8500,2,0.300397,0.294854,0.062291,0.280700,0.061758,0.634432,0.818388,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1756.0500,2,0.309789,0.289595,0.062818,0.274949,0.062848,0.639580,0.814019,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1756.2500,2,0.266890,0.318687,0.057258,0.281468,0.075697,0.633534,0.830961,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1756.4500,2,0.238552,0.358388,0.050857,0.271597,0.080606,0.649276,0.842282,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1756.6500,2,0.262754,0.344256,0.058457,0.257442,0.077091,0.657714,0.814950,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1756.8500,2,0.225560,0.367400,0.056012,0.263150,0.087879,0.650088,0.824503,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1757.0500,2,0.251455,0.358379,0.057954,0.258697,0.073515,0.658223,0.816977,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1757.2500,2,0.317598,0.300110,0.069471,0.264942,0.047879,0.648771,0.792261,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1757.4500,2,0.312923,0.217604,0.088548,0.335288,0.045636,0.555896,0.791079,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1757.6500,2,0.309389,0.212147,0.093352,0.338445,0.046667,0.547066,0.783805,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1757.8500,2,0.284761,0.216146,0.092479,0.338311,0.068303,0.537628,0.785327,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1758.0500,2,0.269075,0.223487,0.091359,0.343958,0.072121,0.530847,0.790132,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1758.2500,2,0.280291,0.231342,0.090088,0.330279,0.068000,0.548963,0.785692,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1758.4500,2,0.257171,0.269618,0.086972,0.303088,0.083152,0.574564,0.777030,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1758.6500,2,0.263625,0.257827,0.100915,0.295753,0.081879,0.567956,0.745594,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
