start_depth,end_depth,thickness,lithotype_code,class_key,class_name,sample_count
1674.6700,1674.8700,0.2000,2,seal_kaolinite_argillite,каолинитовая легкая глина,1
1674.8700,1675.0700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1675.0700,1675.2700,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1675.2700,1676.0700,0.8000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,4
1676.0700,1677.0700,1.0000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,5
1677.0700,1677.6700,0.6000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,3
1677.6700,1678.2700,0.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,3
1678.2700,1679.4700,1.2000,2,seal_silty_argillite,песчанистая легкая глина,6
1679.4700,1679.6700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1679.6700,1679.8700,0.2000,1,sand_subarkose_wacke,высокопористый субаркозовый песчаник,1
1679.8700,1680.2700,0.4000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,2
1680.2700,1681.0700,0.8000,1,sand_arkose_arenite,высокопористый аркозовый аренит,4
1681.0700,1682.0700,1.0000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,5
1682.0700,1682.2700,0.2000,1,sand_subarkose_wacke,пористый субаркозовый песчаник,1
1682.2700,1682.4700,0.2000,1,sand_arkose_wacke,плотный аркозовый песчаник,1
1682.4700,1682.6700,0.2000,1,sand_arkose_wacke,пористый аркозовый песчаник,1
1682.6700,1684.8700,2.2000,1,sand_arkose_arenite,высокопористый аркозовый аренит,11
1684.8700,1685.4700,0.6000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,3
1685.4700,1685.6700,0.2000,1,sand_arkose_arenite,высокопористый аркозовый аренит,1
1685.6700,1686.6700,1.0000,2,seal_kaolinite_argillite,каолинитовая легкая глина,5
1686.6700,1686.8700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1686.8700,1687.6700,0.8000,2,seal_kaolinite_argillite,каолинитовая легкая глина,4
1687.6700,1688.8700,1.2000,2,seal_silty_argillite,песчанистая легкая глина,6
1688.8700,1689.0700,0.2000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,1
1689.0700,1690.0700,1.0000,1,sand_subarkose_wacke,высокопористый субаркозовый песчаник,5
1690.0700,1690.2700,0.2000,1,sand_subarkose_wacke,пористый субаркозовый песчаник,1
1690.2700,1691.0700,0.8000,1,sand_subarkose_wacke,высокопористый субаркозовый песчаник,4
1691.0700,1691.6700,0.6000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,3
1691.6700,1692.2700,0.6000,1,sand_arkose_arenite,высокопористый аркозовый аренит,3
1692.2700,1692.4700,0.2000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,1
1692.4700,1692.8700,0.4000,1,sand_subarkose_wacke,высокопористый субаркозовый песчаник,2
1692.8700,1693.2700,0.4000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,2
1693.2700,1694.4700,1.2000,1,sand_arkose_arenite,высокопористый аркозовый аренит,6
1694.4700,1694.6700,0.2000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,1
1694.6700,1694.8700,0.2000,1,sand_subarkose_wacke,высокопористый субаркозовый песчаник,1
1694.8700,1696.8700,2.0000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,10
1696.8700,1697.2700,0.4000,1,sand_arkose_arenite,высокопористый аркозовый аренит,2
1697.2700,1697.4700,0.2000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,1
1697.4700,1699.6700,2.2000,1,sand_arkose_arenite,высокопористый аркозовый аренит,11
1699.6700,1701.8700,2.2000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,11
1701.8700,1703.2700,1.4000,1,sand_arkose_arenite,высокопористый аркозовый аренит,7
1703.2700,1707.8700,4.6000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,23
1707.8700,1708.6700,0.8000,1,sand_arkose_arenite,высокопористый аркозовый аренит,4
1708.6700,1709.4700,0.8000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,4
1709.4700,1709.6700,0.2000,1,sand_subarkose_arenite,пористый субаркозовый аренит,1
1709.6700,1710.6700,1.0000,1,sand_subarkose_arenite,плотный субаркозовый аренит,5
1710.6700,1710.8700,0.2000,1,sand_subarkose_arenite,пористый субаркозовый аренит,1
1710.8700,1712.6700,1.8000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,9
1712.6700,1714.2700,1.6000,1,sand_arkose_arenite,высокопористый аркозовый аренит,8
1714.2700,1715.2700,1.0000,1,sand_subarkose_wacke,высокопористый субаркозовый песчаник,5
1715.2700,1715.8700,0.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,3
1715.8700,1716.2700,0.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,2
1716.2700,1717.4700,1.2000,2,seal_kaolinite_argillite,каолинитовая легкая глина,6
1717.4700,1717.6700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1717.6700,1718.0700,0.4000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,2
1718.0700,1718.2700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1718.2700,1719.2700,1.0000,2,seal_kaolinite_argillite,каолинитовая легкая глина,5
1719.2700,1719.4700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1719.4700,1721.0700,1.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,8
1721.0700,1721.2700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1721.2700,1722.4700,1.2000,2,seal_kaolinite_argillite,каолинитовая легкая глина,6
1722.4700,1723.6700,1.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,6
1723.6700,1724.0700,0.4000,2,seal_kaolinite_argillite,каолинитовая легкая глина,2
1724.0700,1724.2700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1724.2700,1724.8700,0.6000,2,seal_kaolinite_argillite,каолинитовая легкая глина,3
1724.8700,1725.0700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1725.0700,1726.0700,1.0000,2,seal_kaolinite_argillite,каолинитовая легкая глина,5
1726.0700,1726.6700,0.6000,2,seal_silty_argillite,песчанистая легкая глина,3
1726.6700,1726.8700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1726.8700,1729.4700,2.6000,2,seal_kaolinite_argillite,каолинитовая легкая глина,13
1729.4700,1730.0700,0.6000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,3
1730.0700,1730.2700,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1730.2700,1730.4700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1730.4700,1731.4700,1.0000,2,seal_kaolinite_argillite,каолинитовая легкая глина,5
1731.4700,1731.6700,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1731.6700,1732.2700,0.6000,2,seal_kaolinite_argillite,каолинитовая легкая глина,3
