trial_id,search_time_sec,quality_score,negative_share,glin_bad_share,coll_bad_share,feasible,better_than_baseline,population_size,ngen,cxpb,mutpb,indpb,tournsize,patience,min_delta,n_jobs,seed
1,1.689575,0.0649873181,0.0670000000,0.0506756757,0.0096153846,0,0,220,110,0.6,0.25,0.1,3,25,1e-07,1,2026
