start_depth,end_depth,thickness,lithotype_code,class_key,class_name,sample_count
1856.2800,1856.6800,0.4000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,2
1856.6800,1856.8800,0.2000,2,seal_kaolinite_clay,каолинитовая тяжелая глина,1
1856.8800,1857.0800,0.2000,2,seal_kaolinite_argillite,каолинитовая легкая глина,1
1857.0800,1857.4800,0.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,2
1857.4800,1857.6800,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1857.6800,1858.4800,0.8000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,4
1858.4800,1858.6800,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1858.6800,1858.8800,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1858.8800,1859.4800,0.6000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,3
1859.4800,1859.6800,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1859.6800,1860.0800,0.4000,2,seal_kaolinite_argillite,каолинитовая легкая глина,2
1860.0800,1860.2800,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1860.2800,1860.4800,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1860.4800,1860.6800,0.2000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,1
1860.6800,1861.2800,0.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,3
1861.2800,1861.4800,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1861.4800,1861.8800,0.4000,2,seal_kaolinite_argillite,каолинитовая легкая глина,2
1861.8800,1862.2800,0.4000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,2
1862.2800,1862.4800,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1862.4800,1862.6800,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1862.6800,1863.0800,0.4000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,2
1863.0800,1863.6800,0.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,3
1863.6800,1864.0800,0.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,2
1864.0800,1864.4800,0.4000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,2
1864.4800,1864.6800,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1864.6800,1865.6800,1.0000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,5
1865.6800,1866.0800,0.4000,1,sand_arkose_wacke,высокопористый аркозовый песчаник,2
1866.0800,1866.2800,0.2000,1,sand_arkose_wacke,пористый аркозовый песчаник,1
1866.2800,1866.4800,0.2000,1,sand_arkose_wacke,высокопористый аркозовый песчаник,1
1866.4800,1867.0800,0.6000,1,sand_arkose_arenite,высокопористый аркозовый аренит,3
1867.0800,1867.4800,0.4000,1,sand_arkose_wacke,высокопористый аркозовый песчаник,2
1867.4800,1867.6800,0.2000,1,sand_arkose_arenite,высокопористый аркозовый аренит,1
1867.6800,1867.8800,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1867.8800,1868.2800,0.4000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,2
1868.2800,1869.4800,1.2000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,6
1869.4800,1869.6800,0.2000,2,seal_kaolinite_clay,каолинитовая тяжелая глина,1
1869.6800,1870.0800,0.4000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,2
1870.0800,1870.6800,0.6000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,3
1870.6800,1870.8800,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1870.8800,1871.0800,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1871.0800,1871.4800,0.4000,2,seal_kaolinite_argillite,каолинитовая легкая глина,2
1871.4800,1872.0800,0.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,3
1872.0800,1872.2800,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1872.2800,1873.2800,1.0000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,5
1873.2800,1873.4800,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1873.4800,1873.8800,0.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,2
1873.8800,1874.0800,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1874.0800,1874.4800,0.4000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,2
1874.4800,1874.6800,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1874.6800,1875.0800,0.4000,2,seal_kaolinite_argillite,каолинитовая легкая глина,2
