depth,lithotype_code,kaolinite,hydromica,feldspar,quartz,porosity,clay_share_solid,q_over_qf,porosity_tag,class_key,class_name
1634.0300,2,0.010511,0.427523,0.149714,0.412252,0.000000,0.438033,0.733588,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1634.2300,2,0.021926,0.399500,0.159989,0.418585,0.000000,0.421426,0.723477,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1634.4300,2,0.054003,0.368522,0.173682,0.403793,0.000000,0.422525,0.699239,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1634.6300,2,0.171043,0.225762,0.230906,0.325319,0.046970,0.416362,0.584870,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1634.8300,2,0.242810,0.134702,0.279523,0.242299,0.100667,0.419768,0.464333,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1635.0300,2,0.228029,0.223396,0.258424,0.204757,0.085394,0.493573,0.442066,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1635.2300,2,0.194553,0.321459,0.230073,0.193734,0.060182,0.549055,0.457128,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1635.4300,2,0.167265,0.336897,0.228900,0.197241,0.069697,0.541932,0.462854,плотный,seal_hydromica_argillite,гидрослюдистая легкая глина
1635.6300,2,0.122853,0.296729,0.243833,0.231857,0.104727,0.468664,0.487412,пористый,seal_hydromica_argillite,гидрослюдистая легкая глина
1635.8300,2,0.132753,0.245380,0.241226,0.254459,0.126182,0.432737,0.513348,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1636.0300,2,0.149055,0.178912,0.250699,0.270728,0.150606,0.386118,0.519205,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1636.2300,2,0.147921,0.179629,0.249241,0.266967,0.156242,0.388203,0.517169,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1636.4300,2,0.167898,0.178769,0.264014,0.241259,0.148061,0.406915,0.477482,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1636.6300,2,0.206807,0.207542,0.299761,0.176193,0.109697,0.465403,0.370190,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1636.8300,2,0.166136,0.282400,0.284766,0.183002,0.083697,0.489506,0.391224,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1637.0300,2,0.172647,0.246782,0.296284,0.174530,0.109758,0.471140,0.370698,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1637.2300,2,0.198112,0.183424,0.318831,0.192360,0.107273,0.427382,0.376298,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1637.4300,2,0.174302,0.253344,0.293602,0.246327,0.032424,0.441977,0.456221,плотный,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1637.6300,1,0.159220,0.032417,0.216763,0.578695,0.012905,0.194142,0.727499,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1637.8300,1,0.107829,0.034297,0.211239,0.572184,0.074451,0.153558,0.730364,плотный,sand_arkose_wacke,плотный аркозовый песчаник
1638.0300,1,0.090896,0.036072,0.209103,0.555150,0.108779,0.142465,0.726395,пористый,sand_arkose_arenite,пористый аркозовый аренит
1638.2300,1,0.099028,0.034618,0.204964,0.531712,0.129678,0.153559,0.721772,пористый,sand_arkose_wacke,пористый аркозовый песчаник
1638.4300,1,0.132468,0.026209,0.196330,0.509298,0.135695,0.183589,0.721765,пористый,sand_arkose_wacke,пористый аркозовый песчаник
1638.6300,1,0.159711,0.012385,0.187524,0.520687,0.119691,0.195496,0.735214,пористый,sand_arkose_wacke,пористый аркозовый песчаник
1638.8300,1,0.154822,0.017324,0.194096,0.519887,0.113870,0.194268,0.728151,пористый,sand_arkose_wacke,пористый аркозовый песчаник
1639.0300,1,0.182494,0.017032,0.195316,0.497908,0.107250,0.223497,0.718250,пористый,sand_arkose_wacke,пористый аркозовый песчаник
1639.2300,1,0.182117,0.017039,0.195170,0.497090,0.108584,0.223416,0.718069,пористый,sand_arkose_wacke,пористый аркозовый песчаник
1639.4300,1,0.165359,0.015530,0.189413,0.520885,0.108814,0.202975,0.733333,пористый,sand_arkose_wacke,пористый аркозовый песчаник
1639.6300,1,0.170589,0.005994,0.168212,0.545156,0.110048,0.198418,0.764200,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1639.8300,1,0.152265,0.006982,0.169245,0.530442,0.141066,0.185401,0.758114,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1640.0300,1,0.145477,0.007048,0.170205,0.529898,0.147372,0.178888,0.756885,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1640.2300,1,0.152899,0.006368,0.169851,0.528209,0.142672,0.185772,0.756681,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1640.4300,1,0.137349,0.009818,0.171090,0.523691,0.158052,0.174794,0.753749,пористый,sand_subarkose_wacke,пористый субаркозовый песчаник
1640.6300,1,0.113106,0.020692,0.185836,0.516757,0.163609,0.159971,0.735500,пористый,sand_arkose_wacke,пористый аркозовый песчаник
