parameter,value,generation,best_negative_share
cxpb,0.5,13,0.0598926476
cxpb,0.5,14,0.0598926476
cxpb,0.5,15,0.0589689177
cxpb,0.5,16,0.0589689177
cxpb,0.5,17,0.0584446386
cxpb,0.5,18,0.0536012982
cxpb,0.5,19,0.0536012982
cxpb,0.5,20,0.0524778430
cxpb,0.5,21,0.0505305205
cxpb,0.5,22,0.0493820996
cxpb,0.5,23,0.0489576832
cxpb,0.5,24,0.0468106354
cxpb,0.5,25,0.0468106354
cxpb,0.5,26,0.0467856697
cxpb,0.5,27,0.0463362876
cxpb,0.5,28,0.0457371115
cxpb,0.5,29,0.0454624891
cxpb,0.5,30,0.0458120085
cxpb,0.5,31,0.0442641368
cxpb,0.5,32,0.0442641368
cxpb,0.5,33,0.0440893771
cxpb,0.5,34,0.0438397204
cxpb,0.5,35,0.0436150293
cxpb,0.5,36,0.0436150293
cxpb,0.5,37,0.0434652353
cxpb,0.5,38,0.0434652353
cxpb,0.5,39,0.0433903383
cxpb,0.5,40,0.0433903383
cxpb,0.5,41,0.0433653726
cxpb,0.5,42,0.0432405443
cxpb,0.5,43,0.0433653726
cxpb,0.5,44,0.0432904756
cxpb,0.5,45,0.0432904756
cxpb,0.5,46,0.0432904756
cxpb,0.5,47,0.0432405443
cxpb,0.5,48,0.0432405443
cxpb,0.5,49,0.0432405443
cxpb,0.5,50,0.0429659219
cxpb,0.5,51,0.0429409562
cxpb,0.5,52,0.0429159905
cxpb,0.5,53,0.0428660592
cxpb,0.5,54,0.0428410935
cxpb,0.5,55,0.0428410935
cxpb,0.5,56,0.0425914368
cxpb,0.5,57,0.0424166771
cxpb,0.5,58,0.0423667457
cxpb,0.5,59,0.0414180502
cxpb,0.5,60,0.0414180502
cxpb,0.5,61,0.0414180502
cxpb,0.5,62,0.0410185994
cxpb,0.5,63,0.0410185994
cxpb,0.5,64,0.0410185994
cxpb,0.5,65,0.0409686681
cxpb,0.5,66,0.0409686681
cxpb,0.5,67,0.0409686681
cxpb,0.5,68,0.0409686681
cxpb,0.5,69,0.0409686681
cxpb,0.5,70,0.0409686681
cxpb,0.5,71,0.0409686681
cxpb,0.5,72,0.0409686681
cxpb,0.5,73,0.0409686681
cxpb,0.5,74,0.0408188740
cxpb,0.5,75,0.0408188740
cxpb,0.5,76,0.0408188740
cxpb,0.5,77,0.0408188740
cxpb,0.5,78,0.0408188740
cxpb,0.5,79,0.0408188740
cxpb,0.5,80,0.0408188740
cxpb,0.5,81,0.0408188740
cxpb,0.5,82,0.0408188740
cxpb,0.5,83,0.0402696293
cxpb,0.5,84,0.0402696293
cxpb,0.5,85,0.0402696293
cxpb,0.5,86,0.0402696293
cxpb,0.5,87,0.0402696293
cxpb,0.5,88,0.0402696293
cxpb,0.5,89,0.0402696293
cxpb,0.5,90,0.0402696293
cxpb,0.5,91,0.0402696293
cxpb,0.5,92,0.0401947322
cxpb,0.5,93,0.0400199725
cxpb,0.5,94,0.0400199725
cxpb,0.5,95,0.0400199725
cxpb,0.5,96,0.0400199725
cxpb,0.5,97,0.0399700412
cxpb,0.5,98,0.0399201098
cxpb,0.5,99,0.0399201098
cxpb,0.5,100,0.0399201098
cxpb,0.5,101,0.0399201098
cxpb,0.5,102,0.0399201098
cxpb,0.5,103,0.0399201098
cxpb,0.5,104,0.0399201098
cxpb,0.5,105,0.0398951442
cxpb,0.5,106,0.0398951442
cxpb,0.5,107,0.0395955561
cxpb,0.5,108,0.0395955561
cxpb,0.5,109,0.0395955561
cxpb,0.5,110,0.0395955561
cxpb,0.5,111,0.0395955561
cxpb,0.5,112,0.0395955561
cxpb,0.5,113,0.0395955561
cxpb,0.5,114,0.0395705904
cxpb,0.5,115,0.0395705904
cxpb,0.5,116,0.0395206591
cxpb,0.5,117,0.0395206591
cxpb,0.5,118,0.0392959680
cxpb,0.5,119,0.0390213456
cxpb,0.5,120,0.0390213456
cxpb,0.5,121,0.0390213456
cxpb,0.5,122,0.0390213456
cxpb,0.5,123,0.0390213456
cxpb,0.5,124,0.0390213456
cxpb,0.5,125,0.0390213456
cxpb,0.5,126,0.0390213456
cxpb,0.5,127,0.0390213456
cxpb,0.5,128,0.0390213456
cxpb,0.5,129,0.0390213456
cxpb,0.5,130,0.0390213456
cxpb,0.5,131,0.0390213456
cxpb,0.5,132,0.0390213456
cxpb,0.5,133,0.0390213456
cxpb,0.5,134,0.0390213456
cxpb,0.5,135,0.0390213456
cxpb,0.5,136,0.0390213456
cxpb,0.5,137,0.0390213456
cxpb,0.5,138,0.0390213456
cxpb,0.5,139,0.0390213456
cxpb,0.5,140,0.0390213456
cxpb,0.5,141,0.0390213456
cxpb,0.5,142,0.0390213456
cxpb,0.5,143,0.0390213456
cxpb,0.5,144,0.0390213456
cxpb,0.5,145,0.0390213456
cxpb,0.5,146,0.0389963800
cxpb,0.5,147,0.0385969292
cxpb,0.5,148,0.0385969292
cxpb,0.5,149,0.0385969292
cxpb,0.5,150,0.0385969292
cxpb,0.5,151,0.0385969292
cxpb,0.5,152,0.0385969292
cxpb,0.5,153,0.0385969292
cxpb,0.5,154,0.0385719636
cxpb,0.5,155,0.0385719636
cxpb,0.5,156,0.0385719636
cxpb,0.5,157,0.0385719636
cxpb,0.5,158,0.0385469979
cxpb,0.5,159,0.0385469979
cxpb,0.5,160,0.0385469979
cxpb,0.5,161,0.0385469979
cxpb,0.5,162,0.0385469979
cxpb,0.5,163,0.0385469979
cxpb,0.5,164,0.0385469979
cxpb,0.5,165,0.0385469979
cxpb,0.5,166,0.0385469979
cxpb,0.5,167,0.0385469979
cxpb,0.5,168,0.0385469979
cxpb,0.5,169,0.0385469979
cxpb,0.5,170,0.0385469979
cxpb,0.5,171,0.0385469979
cxpb,0.5,172,0.0385469979
cxpb,0.5,173,0.0385469979
cxpb,0.5,174,0.0385469979
cxpb,0.5,175,0.0385469979
cxpb,0.5,176,0.0385469979
cxpb,0.5,177,0.0385469979
cxpb,0.5,178,0.0385469979
cxpb,0.5,179,0.0385469979
cxpb,0.5,180,0.0385469979
cxpb,0.5,181,0.0385469979
cxpb,0.5,182,0.0384970665
cxpb,0.5,183,0.0384970665
cxpb,0.5,184,0.0384970665
cxpb,0.5,185,0.0384970665
cxpb,0.5,186,0.0384970665
cxpb,0.5,187,0.0384970665
cxpb,0.5,188,0.0384970665
cxpb,0.5,189,0.0384970665
cxpb,0.5,190,0.0384970665
cxpb,0.5,191,0.0384970665
cxpb,0.5,192,0.0384970665
cxpb,0.5,193,0.0384970665
cxpb,0.5,194,0.0383722382
cxpb,0.5,195,0.0383722382
cxpb,0.5,196,0.0383722382
cxpb,0.5,197,0.0383722382
cxpb,0.5,198,0.0383722382
cxpb,0.5,199,0.0383722382
cxpb,0.5,200,0.0383223068
cxpb,0.6,0,0.1321932343
cxpb,0.6,1,0.0792909749
cxpb,0.6,2,0.0792909749
cxpb,0.6,3,0.0792909749
cxpb,0.6,4,0.0792909749
cxpb,0.6,5,0.0688053926
cxpb,0.6,6,0.0720758956
cxpb,0.6,7,0.0687055299
cxpb,0.6,8,0.0654350268
cxpb,0.6,9,0.0642117089
cxpb,0.6,10,0.0629883910
cxpb,0.6,11,0.0641368119
cxpb,0.6,12,0.0621645238
cxpb,0.6,13,0.0530520534
cxpb,0.6,14,0.0534764699
cxpb,0.6,15,0.0528523280
cxpb,0.6,16,0.0528523280
cxpb,0.6,17,0.0503307952
cxpb,0.6,18,0.0514043191
cxpb,0.6,19,0.0505305205
cxpb,0.6,20,0.0492572713
cxpb,0.6,21,0.0479840220
cxpb,0.6,22,0.0479840220
cxpb,0.6,23,0.0460366995
cxpb,0.6,24,0.0452377980
cxpb,0.6,25,0.0452377980
cxpb,0.6,26,0.0451379353
cxpb,0.6,27,0.0451379353
cxpb,0.6,28,0.0446386219
cxpb,0.6,29,0.0444139308
cxpb,0.6,30,0.0446386219
cxpb,0.6,31,0.0446386219
cxpb,0.6,32,0.0443390338
cxpb,0.6,33,0.0443140682
cxpb,0.6,34,0.0443140682
cxpb,0.6,35,0.0438147547
cxpb,0.6,36,0.0437148920
cxpb,0.6,37,0.0437148920
cxpb,0.6,38,0.0437148920
cxpb,0.6,39,0.0437148920
cxpb,0.6,40,0.0434652353
cxpb,0.6,41,0.0434652353
cxpb,0.6,42,0.0434652353
cxpb,0.6,43,0.0434153040
cxpb,0.6,44,0.0434153040
cxpb,0.6,45,0.0432405443
cxpb,0.6,46,0.0432405443
cxpb,0.6,47,0.0432405443
cxpb,0.6,48,0.0424915741
cxpb,0.6,49,0.0424915741
cxpb,0.6,50,0.0424915741
cxpb,0.6,51,0.0420671577
cxpb,0.6,52,0.0420671577
cxpb,0.6,53,0.0420421920
cxpb,0.6,54,0.0420421920
cxpb,0.6,55,0.0420421920
cxpb,0.6,56,0.0420421920
cxpb,0.6,57,0.0420421920
cxpb,0.6,58,0.0420421920
cxpb,0.6,59,0.0420421920
cxpb,0.6,60,0.0420421920
cxpb,0.6,61,0.0420421920
cxpb,0.6,62,0.0420421920
cxpb,0.6,63,0.0420421920
cxpb,0.6,64,0.0420421920
cxpb,0.6,65,0.0418674323
cxpb,0.6,66,0.0417176382
cxpb,0.6,67,0.0417176382
cxpb,0.6,68,0.0417176382
cxpb,0.6,69,0.0414180502
cxpb,0.6,70,0.0414180502
cxpb,0.6,71,0.0414180502
cxpb,0.6,72,0.0414180502
cxpb,0.6,73,0.0414180502
cxpb,0.6,74,0.0413681188
cxpb,0.6,75,0.0413681188
cxpb,0.6,76,0.0413681188
cxpb,0.6,77,0.0413681188
cxpb,0.6,78,0.0413681188
cxpb,0.6,79,0.0413681188
cxpb,0.6,80,0.0413681188
cxpb,0.6,81,0.0413681188
cxpb,0.6,82,0.0413681188
cxpb,0.6,83,0.0413681188
cxpb,0.6,84,0.0413681188
cxpb,0.6,85,0.0413681188
cxpb,0.6,86,0.0413431532
cxpb,0.6,87,0.0413181875
cxpb,0.6,88,0.0413181875
cxpb,0.6,89,0.0413181875
cxpb,0.6,90,0.0413181875
cxpb,0.6,91,0.0412932218
cxpb,0.6,92,0.0412932218
cxpb,0.6,93,0.0412432905
cxpb,0.6,94,0.0412183248
cxpb,0.6,95,0.0412183248
cxpb,0.6,96,0.0412183248
cxpb,0.6,97,0.0411933591
cxpb,0.6,98,0.0411933591
cxpb,0.6,99,0.0411933591
cxpb,0.6,100,0.0411933591
cxpb,0.6,101,0.0409437024
cxpb,0.6,102,0.0400699039
cxpb,0.6,103,0.0400699039
cxpb,0.6,104,0.0400699039
cxpb,0.6,105,0.0397203845
cxpb,0.6,106,0.0397203845
cxpb,0.6,107,0.0397203845
cxpb,0.6,108,0.0397203845
cxpb,0.6,109,0.0397203845
cxpb,0.6,110,0.0397203845
cxpb,0.6,111,0.0397203845
cxpb,0.6,112,0.0397203845
cxpb,0.6,113,0.0397203845
cxpb,0.6,114,0.0387217576
cxpb,0.6,115,0.0387217576
cxpb,0.6,116,0.0387217576
cxpb,0.6,117,0.0387217576
cxpb,0.6,118,0.0387217576
cxpb,0.6,119,0.0387217576
cxpb,0.6,120,0.0387217576
cxpb,0.6,121,0.0387217576
cxpb,0.6,122,0.0387217576
cxpb,0.6,123,0.0387217576
cxpb,0.6,124,0.0387217576
cxpb,0.6,125,0.0387217576
cxpb,0.6,126,0.0387217576
cxpb,0.6,127,0.0387217576
cxpb,0.6,128,0.0387217576
cxpb,0.6,129,0.0387217576
cxpb,0.6,130,0.0387217576
cxpb,0.6,131,0.0387217576
cxpb,0.6,132,0.0387217576
cxpb,0.6,133,0.0387217576
cxpb,0.6,134,0.0387217576
cxpb,0.6,135,0.0387217576
cxpb,0.6,136,0.0387217576
cxpb,0.6,137,0.0387217576
cxpb,0.6,138,0.0387217576
cxpb,0.6,139,0.0387217576
cxpb,0.6,140,0.0387217576
cxpb,0.6,141,0.0387217576
cxpb,0.6,142,0.0387217576
cxpb,0.6,143,0.0387217576
cxpb,0.6,144,0.0387217576
cxpb,0.6,145,0.0387217576
cxpb,0.6,146,0.0387217576
cxpb,0.6,147,0.0387217576
cxpb,0.6,148,0.0387217576
cxpb,0.6,149,0.0387217576
cxpb,0.6,150,0.0387217576
cxpb,0.6,151,0.0387217576
cxpb,0.6,152,0.0387217576
cxpb,0.6,153,0.0387217576
cxpb,0.6,154,0.0387217576
cxpb,0.6,155,0.0387217576
cxpb,0.6,156,0.0387217576
cxpb,0.6,157,0.0387217576
cxpb,0.6,158,0.0387217576
cxpb,0.6,159,0.0387217576
cxpb,0.6,160,0.0387217576
cxpb,0.6,161,0.0387217576
cxpb,0.6,162,0.0387217576
cxpb,0.6,163,0.0387217576
cxpb,0.6,164,0.0387217576
cxpb,0.6,165,0.0387217576
cxpb,0.6,166,0.0387217576
cxpb,0.6,167,0.0384721009
cxpb,0.6,168,0.0384721009
cxpb,0.6,169,0.0384721009
cxpb,0.6,170,0.0384721009
cxpb,0.6,171,0.0384721009
cxpb,0.6,172,0.0384721009
cxpb,0.6,173,0.0384721009
cxpb,0.6,174,0.0384471352
cxpb,0.6,175,0.0384471352
cxpb,0.6,176,0.0384471352
cxpb,0.6,177,0.0384471352
cxpb,0.6,178,0.0384471352
cxpb,0.6,179,0.0384471352
cxpb,0.6,180,0.0384221695
cxpb,0.6,181,0.0384221695
cxpb,0.6,182,0.0384221695
cxpb,0.6,183,0.0384221695
cxpb,0.6,184,0.0384221695
cxpb,0.6,185,0.0384221695
cxpb,0.6,186,0.0384221695
cxpb,0.6,187,0.0384221695
cxpb,0.6,188,0.0384221695
cxpb,0.6,189,0.0384221695
cxpb,0.6,190,0.0384221695
cxpb,0.6,191,0.0384221695
cxpb,0.6,192,0.0384221695
cxpb,0.6,193,0.0384221695
cxpb,0.6,194,0.0384221695
cxpb,0.6,195,0.0384221695
cxpb,0.6,196,0.0384221695
cxpb,0.6,197,0.0384221695
cxpb,0.6,198,0.0384221695
cxpb,0.6,199,0.0384221695
cxpb,0.6,200,0.0384221695
cxpb,0.7,0,0.1454749719
cxpb,0.7,1,0.1283984521
cxpb,0.7,2,0.1100237174
cxpb,0.7,3,0.0897266259
cxpb,0.7,4,0.0732492822
cxpb,0.7,5,0.0714767195
cxpb,0.7,6,0.0714767195
cxpb,0.7,7,0.0711771314
cxpb,0.7,8,0.0689801523
cxpb,0.7,9,0.0664835851
cxpb,0.7,10,0.0635875671
cxpb,0.7,11,0.0559231057
cxpb,0.7,12,0.0532517788
cxpb,0.7,13,0.0524279116
cxpb,0.7,14,0.0501061041
cxpb,0.7,15,0.0501061041
cxpb,0.7,16,0.0501061041
cxpb,0.7,17,0.0501061041
cxpb,0.7,18,0.0499812757
cxpb,0.7,19,0.0499063787
cxpb,0.7,20,0.0497815504
cxpb,0.7,21,0.0484833354
cxpb,0.7,22,0.0484833354
cxpb,0.7,23,0.0483335414
cxpb,0.7,24,0.0482586444
cxpb,0.7,25,0.0466109100
cxpb,0.7,26,0.0461864936
cxpb,0.7,27,0.0461864936
cxpb,0.7,28,0.0459867682
cxpb,0.7,29,0.0459867682
cxpb,0.7,30,0.0456372488
cxpb,0.7,31,0.0456122831
cxpb,0.7,32,0.0455373861
cxpb,0.7,33,0.0455623518
cxpb,0.7,34,0.0455373861
cxpb,0.7,35,0.0454125577
cxpb,0.7,36,0.0454624891
cxpb,0.7,37,0.0449881413
cxpb,0.7,38,0.0449631756
cxpb,0.7,39,0.0449631756
cxpb,0.7,40,0.0449382100
cxpb,0.7,41,0.0443390338
cxpb,0.7,42,0.0443390338
cxpb,0.7,43,0.0443390338
cxpb,0.7,44,0.0440893771
cxpb,0.7,45,0.0441143428
cxpb,0.7,46,0.0441143428
cxpb,0.7,47,0.0441143428
cxpb,0.7,48,0.0441143428
cxpb,0.7,49,0.0441143428
cxpb,0.7,50,0.0439395831
cxpb,0.7,51,0.0416926726
cxpb,0.7,52,0.0414929472
cxpb,0.7,53,0.0413930845
cxpb,0.7,54,0.0411933591
cxpb,0.7,55,0.0411933591
cxpb,0.7,56,0.0411933591
cxpb,0.7,57,0.0411434278
cxpb,0.7,58,0.0411434278
cxpb,0.7,59,0.0409936338
cxpb,0.7,60,0.0409936338
cxpb,0.7,61,0.0409936338
cxpb,0.7,62,0.0409936338
cxpb,0.7,63,0.0409936338
cxpb,0.7,64,0.0409936338
cxpb,0.7,65,0.0409936338
cxpb,0.7,66,0.0409936338
cxpb,0.7,67,0.0409936338
cxpb,0.7,68,0.0409936338
cxpb,0.7,69,0.0409936338
cxpb,0.7,70,0.0409936338
cxpb,0.7,71,0.0409187367
cxpb,0.7,72,0.0409187367
cxpb,0.7,73,0.0409187367
cxpb,0.7,74,0.0408937711
cxpb,0.7,75,0.0407939084
cxpb,0.7,76,0.0407439770
cxpb,0.7,77,0.0407190114
cxpb,0.7,78,0.0407190114
cxpb,0.7,79,0.0407190114
cxpb,0.7,80,0.0403694919
cxpb,0.7,81,0.0403694919
cxpb,0.7,82,0.0403694919
cxpb,0.7,83,0.0403694919
cxpb,0.7,84,0.0403694919
cxpb,0.7,85,0.0403694919
cxpb,0.7,86,0.0403694919
cxpb,0.7,87,0.0403694919
cxpb,0.7,88,0.0403694919
cxpb,0.7,89,0.0403694919
cxpb,0.7,90,0.0403694919
cxpb,0.7,91,0.0403694919
cxpb,0.7,92,0.0403694919
cxpb,0.7,93,0.0403694919
cxpb,0.7,94,0.0403694919
cxpb,0.7,95,0.0403694919
cxpb,0.7,96,0.0403694919
cxpb,0.7,97,0.0403694919
cxpb,0.7,98,0.0403694919
cxpb,0.7,99,0.0403694919
cxpb,0.7,100,0.0403694919
cxpb,0.7,101,0.0403694919
cxpb,0.7,102,0.0403694919
cxpb,0.7,103,0.0403694919
cxpb,0.7,104,0.0403445263
cxpb,0.7,105,0.0402446636
cxpb,0.7,106,0.0403445263
cxpb,0.7,107,0.0401448009
cxpb,0.7,108,0.0401448009
cxpb,0.7,109,0.0401448009
cxpb,0.7,110,0.0401448009
cxpb,0.7,111,0.0401198352
cxpb,0.7,112,0.0400948696
cxpb,0.7,113,0.0400948696
cxpb,0.7,114,0.0397453501
cxpb,0.7,115,0.0397453501
cxpb,0.7,116,0.0397453501
cxpb,0.7,117,0.0397453501
cxpb,0.7,118,0.0397453501
cxpb,0.7,119,0.0397453501
cxpb,0.7,120,0.0397453501
cxpb,0.7,121,0.0394956934
cxpb,0.7,122,0.0394956934
cxpb,0.7,123,0.0394956934
cxpb,0.7,124,0.0394956934
cxpb,0.7,125,0.0394956934
cxpb,0.7,126,0.0394457621
cxpb,0.7,127,0.0394457621
cxpb,0.7,128,0.0394457621
cxpb,0.7,129,0.0394457621
cxpb,0.7,130,0.0394457621
cxpb,0.7,131,0.0394457621
cxpb,0.7,132,0.0394457621
cxpb,0.7,133,0.0394457621
cxpb,0.7,134,0.0394457621
cxpb,0.7,135,0.0394457621
cxpb,0.7,136,0.0390213456
cxpb,0.7,137,0.0390213456
cxpb,0.7,138,0.0390213456
cxpb,0.7,139,0.0390213456
cxpb,0.7,140,0.0389464486
cxpb,0.7,141,0.0389464486
cxpb,0.7,142,0.0388965173
cxpb,0.7,143,0.0388965173
cxpb,0.7,144,0.0388965173
cxpb,0.7,145,0.0386218949
cxpb,0.7,146,0.0386218949
cxpb,0.7,147,0.0385969292
cxpb,0.7,148,0.0386218949
cxpb,0.7,149,0.0386218949
cxpb,0.7,150,0.0386218949
cxpb,0.7,151,0.0386218949
cxpb,0.7,152,0.0385719636
cxpb,0.7,153,0.0386218949
cxpb,0.7,154,0.0386218949
cxpb,0.7,155,0.0386218949
cxpb,0.7,156,0.0386218949
cxpb,0.7,157,0.0386218949
cxpb,0.7,158,0.0386218949
cxpb,0.7,159,0.0386218949
cxpb,0.7,160,0.0386218949
cxpb,0.7,161,0.0385469979
cxpb,0.7,162,0.0385469979
cxpb,0.7,163,0.0385469979
cxpb,0.7,164,0.0385469979
cxpb,0.7,165,0.0385220322
cxpb,0.7,166,0.0385220322
cxpb,0.7,167,0.0385220322
cxpb,0.7,168,0.0385220322
cxpb,0.7,169,0.0385220322
cxpb,0.7,170,0.0385220322
cxpb,0.7,171,0.0385220322
cxpb,0.7,172,0.0385220322
cxpb,0.7,173,0.0385220322
cxpb,0.7,174,0.0384970665
cxpb,0.7,175,0.0384970665
cxpb,0.7,176,0.0384471352
cxpb,0.7,177,0.0384471352
cxpb,0.7,178,0.0384471352
cxpb,0.7,179,0.0384471352
cxpb,0.7,180,0.0384471352
cxpb,0.7,181,0.0384471352
cxpb,0.7,182,0.0384471352
cxpb,0.7,183,0.0384471352
cxpb,0.7,184,0.0384471352
cxpb,0.7,185,0.0384471352
cxpb,0.7,186,0.0384471352
cxpb,0.7,187,0.0384471352
cxpb,0.7,188,0.0384471352
cxpb,0.7,189,0.0384471352
cxpb,0.7,190,0.0383722382
cxpb,0.7,191,0.0382973412
cxpb,0.7,192,0.0382723755
cxpb,0.7,193,0.0382723755
cxpb,0.7,194,0.0382723755
cxpb,0.7,195,0.0382723755
cxpb,0.7,196,0.0382723755
cxpb,0.7,197,0.0382723755
cxpb,0.7,198,0.0382723755
cxpb,0.7,199,0.0382723755
cxpb,0.7,200,0.0382723755
mutpb,0.2,0,0.1474971914
mutpb,0.2,1,0.1485457496
mutpb,0.2,2,0.1302958432
mutpb,0.2,3,0.1126451130
mutpb,0.2,4,0.0812133317
mutpb,0.2,5,0.0650605418
mutpb,0.2,6,0.0520284609
mutpb,0.2,7,0.0520284609
mutpb,0.2,8,0.0520284609
mutpb,0.2,9,0.0520284609
mutpb,0.2,10,0.0509050056
mutpb,0.2,11,0.0508800399
mutpb,0.2,12,0.0493571339
mutpb,0.2,13,0.0493571339
mutpb,0.2,14,0.0487080265
mutpb,0.2,15,0.0477343652
mutpb,0.2,16,0.0477343652
mutpb,0.2,17,0.0476095369
mutpb,0.2,18,0.0467856697
mutpb,0.2,19,0.0469104981
mutpb,0.2,20,0.0460366995
mutpb,0.2,21,0.0459867682
mutpb,0.2,22,0.0452627637
mutpb,0.2,23,0.0451629010
mutpb,0.2,24,0.0449132443
mutpb,0.2,25,0.0444888279
mutpb,0.2,26,0.0444888279
mutpb,0.2,27,0.0439895144
mutpb,0.2,28,0.0438397204
mutpb,0.2,29,0.0437897890
mutpb,0.2,30,0.0437398577
mutpb,0.2,31,0.0436899264
mutpb,0.2,32,0.0425914368
mutpb,0.2,33,0.0425415054
mutpb,0.2,34,0.0425415054
mutpb,0.2,35,0.0424666084
mutpb,0.2,36,0.0424166771
mutpb,0.2,37,0.0424166771
mutpb,0.2,38,0.0424166771
mutpb,0.2,39,0.0421420547
mutpb,0.2,40,0.0421420547
mutpb,0.2,41,0.0421670203
mutpb,0.2,42,0.0421420547
mutpb,0.2,43,0.0421420547
mutpb,0.2,44,0.0421420547
mutpb,0.2,45,0.0417176382
mutpb,0.2,46,0.0417176382
mutpb,0.2,47,0.0416926726
mutpb,0.2,48,0.0415179129
mutpb,0.2,49,0.0415179129
mutpb,0.2,50,0.0415179129
mutpb,0.2,51,0.0412682561
mutpb,0.2,52,0.0412682561
mutpb,0.2,53,0.0412682561
mutpb,0.2,54,0.0412682561
mutpb,0.2,55,0.0412682561
mutpb,0.2,56,0.0411184621
mutpb,0.2,57,0.0411184621
mutpb,0.2,58,0.0411184621
mutpb,0.2,59,0.0411184621
mutpb,0.2,60,0.0411184621
mutpb,0.2,61,0.0411184621
mutpb,0.2,62,0.0411184621
mutpb,0.2,63,0.0411184621
mutpb,0.2,64,0.0411184621
mutpb,0.2,65,0.0411184621
mutpb,0.2,66,0.0411184621
mutpb,0.2,67,0.0411184621
mutpb,0.2,68,0.0411184621
mutpb,0.2,69,0.0410185994
mutpb,0.2,70,0.0410185994
mutpb,0.2,71,0.0410185994
mutpb,0.2,72,0.0410185994
mutpb,0.2,73,0.0410185994
mutpb,0.2,74,0.0410185994
mutpb,0.2,75,0.0410185994
mutpb,0.2,76,0.0410185994
mutpb,0.2,77,0.0410185994
mutpb,0.2,78,0.0410185994
mutpb,0.2,79,0.0410185994
mutpb,0.2,80,0.0410185994
mutpb,0.2,81,0.0408937711
mutpb,0.2,82,0.0408937711
mutpb,0.2,83,0.0408688054
mutpb,0.2,84,0.0408688054
mutpb,0.2,85,0.0408688054
mutpb,0.2,86,0.0408688054
mutpb,0.2,87,0.0408688054
mutpb,0.2,88,0.0408688054
mutpb,0.2,89,0.0408438397
mutpb,0.2,90,0.0408438397
mutpb,0.2,91,0.0408438397
mutpb,0.2,92,0.0408438397
mutpb,0.2,93,0.0408438397
mutpb,0.2,94,0.0408438397
mutpb,0.2,95,0.0408438397
mutpb,0.2,96,0.0407689427
mutpb,0.2,97,0.0407689427
mutpb,0.2,98,0.0395206591
mutpb,0.2,99,0.0395206591
mutpb,0.2,100,0.0395206591
mutpb,0.2,101,0.0395206591
mutpb,0.2,102,0.0395206591
mutpb,0.2,103,0.0395206591
mutpb,0.2,104,0.0395206591
mutpb,0.2,105,0.0395206591
mutpb,0.2,106,0.0395206591
mutpb,0.2,107,0.0395206591
mutpb,0.2,108,0.0395206591
mutpb,0.2,109,0.0395206591
mutpb,0.2,110,0.0395206591
mutpb,0.2,111,0.0394457621
mutpb,0.2,112,0.0393458994
mutpb,0.2,113,0.0393458994
mutpb,0.2,114,0.0393458994
mutpb,0.2,115,0.0393458994
mutpb,0.2,116,0.0393458994
mutpb,0.2,117,0.0393458994
mutpb,0.2,118,0.0393458994
mutpb,0.2,119,0.0393458994
mutpb,0.2,120,0.0393458994
mutpb,0.2,121,0.0391461740
mutpb,0.2,122,0.0391461740
mutpb,0.2,123,0.0391461740
mutpb,0.2,124,0.0391461740
mutpb,0.2,125,0.0391461740
mutpb,0.2,126,0.0391461740
mutpb,0.2,127,0.0391461740
mutpb,0.2,128,0.0391461740
mutpb,0.2,129,0.0391461740
mutpb,0.2,130,0.0391461740
mutpb,0.2,131,0.0391461740
mutpb,0.2,132,0.0391461740
mutpb,0.2,133,0.0391461740
mutpb,0.2,134,0.0391461740
mutpb,0.2,135,0.0391461740
mutpb,0.2,136,0.0391461740
mutpb,0.2,137,0.0391461740
mutpb,0.2,138,0.0391461740
mutpb,0.2,139,0.0391461740
mutpb,0.2,140,0.0391461740
mutpb,0.2,141,0.0391212083
mutpb,0.2,142,0.0391212083
mutpb,0.2,143,0.0391212083
mutpb,0.2,144,0.0391212083
mutpb,0.2,145,0.0391212083
mutpb,0.2,146,0.0391212083
mutpb,0.2,147,0.0391212083
mutpb,0.2,148,0.0391212083
mutpb,0.2,149,0.0391212083
mutpb,0.2,150,0.0391212083
mutpb,0.2,151,0.0390463113
mutpb,0.2,152,0.0387467233
mutpb,0.2,153,0.0387467233
mutpb,0.2,154,0.0387467233
mutpb,0.2,155,0.0387467233
mutpb,0.2,156,0.0387467233
mutpb,0.2,157,0.0386468606
mutpb,0.2,158,0.0386468606
mutpb,0.2,159,0.0386468606
mutpb,0.2,160,0.0386468606
mutpb,0.2,161,0.0386468606
mutpb,0.2,162,0.0386468606
mutpb,0.2,163,0.0386468606
mutpb,0.2,164,0.0386468606
mutpb,0.2,165,0.0386468606
mutpb,0.2,166,0.0386468606
mutpb,0.2,167,0.0386468606
mutpb,0.2,168,0.0386468606
mutpb,0.2,169,0.0386468606
mutpb,0.2,170,0.0386468606
mutpb,0.2,171,0.0386468606
mutpb,0.2,172,0.0386468606
mutpb,0.2,173,0.0386468606
mutpb,0.2,174,0.0386468606
mutpb,0.2,175,0.0386468606
mutpb,0.2,176,0.0386468606
mutpb,0.2,177,0.0385469979
mutpb,0.2,178,0.0385469979
mutpb,0.2,179,0.0385469979
mutpb,0.2,180,0.0385469979
mutpb,0.2,181,0.0385469979
mutpb,0.2,182,0.0385469979
mutpb,0.2,183,0.0385469979
mutpb,0.2,184,0.0385469979
mutpb,0.2,185,0.0385469979
