parameter,value,generation,best_negative_share
tournsize,3.0,159,0.0393209337
tournsize,3.0,160,0.0393209337
tournsize,3.0,161,0.0393209337
tournsize,3.0,162,0.0393209337
tournsize,3.0,163,0.0390712770
tournsize,3.0,164,0.0390712770
tournsize,3.0,165,0.0390712770
tournsize,3.0,166,0.0390712770
tournsize,3.0,167,0.0390712770
tournsize,3.0,168,0.0390712770
tournsize,3.0,169,0.0390712770
tournsize,3.0,170,0.0390712770
tournsize,3.0,171,0.0390213456
tournsize,3.0,172,0.0390213456
tournsize,3.0,173,0.0390213456
tournsize,3.0,174,0.0390213456
tournsize,3.0,175,0.0390213456
tournsize,3.0,176,0.0390213456
tournsize,3.0,177,0.0390213456
tournsize,3.0,178,0.0390213456
tournsize,3.0,179,0.0390213456
tournsize,3.0,180,0.0390213456
tournsize,3.0,181,0.0390213456
