start_depth,end_depth,thickness,lithotype_code,class_key,class_name,sample_count
1910.9100,1911.5100,0.6000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,3
1911.5100,1912.3100,0.8000,2,seal_kaolinite_argillite,каолинитовая легкая глина,4
1912.3100,1912.5100,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1912.5100,1913.1100,0.6000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,3
1913.1100,1913.5100,0.4000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,2
1913.5100,1914.1100,0.6000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,3
1914.1100,1914.5100,0.4000,1,sand_arkose_arenite,высокопористый аркозовый аренит,2
1914.5100,1915.1100,0.6000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,3
1915.1100,1915.9100,0.8000,1,sand_arkose_arenite,высокопористый аркозовый аренит,4
1915.9100,1916.9100,1.0000,1,sand_subarkose_arenite,высокопористый субаркозовый аренит,5
1916.9100,1917.5100,0.6000,1,sand_subarkose_wacke,высокопористый субаркозовый песчаник,3
1917.5100,1917.7100,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1917.7100,1918.1100,0.4000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,2
1918.1100,1918.3100,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1918.3100,1918.5100,0.2000,2,seal_kaolinite_argillite,каолинитовая легкая глина,1
1918.5100,1918.9100,0.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,2
1918.9100,1919.9100,1.0000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,5
1919.9100,1920.1100,0.2000,2,seal_kaolinite_clay,каолинитовая тяжелая глина,1
1920.1100,1920.7100,0.6000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,3
1920.7100,1920.9100,0.2000,2,seal_kaolinite_argillite,каолинитовая легкая глина,1
1920.9100,1921.1100,0.2000,2,seal_kaolinite_clay,каолинитовая тяжелая глина,1
1921.1100,1921.9100,0.8000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,4
1921.9100,1922.1100,0.2000,2,seal_kaolinite_clay,каолинитовая тяжелая глина,1
1922.1100,1923.7100,1.6000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,8
1923.7100,1924.1100,0.4000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,2
1924.1100,1924.5100,0.4000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,2
1924.5100,1924.7100,0.2000,2,seal_kaolinite_argillite,каолинитовая легкая глина,1
1924.7100,1925.5100,0.8000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,4
1925.5100,1926.1100,0.6000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,3
1926.1100,1926.5100,0.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,2
1926.5100,1927.1100,0.6000,2,seal_kaolinite_argillite,каолинитовая легкая глина,3
1927.1100,1927.3100,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1927.3100,1927.9100,0.6000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,3
1927.9100,1928.3100,0.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,2
1928.3100,1928.7100,0.4000,2,seal_kaolinite_argillite,каолинитовая легкая глина,2
1928.7100,1928.9100,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1928.9100,1929.1100,0.2000,2,seal_hydromica_argillite,гидрослюдистая легкая глина,1
1929.1100,1929.3100,0.2000,2,seal_hydromica_clay,гидрослюдистая тяжелая глина,1
1929.3100,1929.7100,0.4000,2,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина,2
1929.7100,1929.9100,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
