depth,lithotype_code,kaolinite,hydromica,feldspar,quartz,porosity,clay_share_solid,q_over_qf,porosity_tag,class_key,class_name
1636.1800,2,0.329143,0.286331,0.091234,0.125170,0.168121,0.739861,0.578408,пористый,seal_mixed_clay,каолинит-гидрослюдистая тяжелая глина
1636.3800,2,0.004067,0.577648,0.072490,0.100462,0.245333,0.770824,0.580865,высокопористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1636.5800,2,0.000000,0.646475,0.045604,0.080361,0.227561,0.836927,0.637964,высокопористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1636.7800,2,0.065916,0.662385,0.018767,0.051053,0.201879,0.912519,0.731209,высокопористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1636.9800,2,0.197431,0.560211,0.027828,0.033196,0.181333,0.925459,0.543987,высокопористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1637.1800,2,0.107537,0.596708,0.052697,0.030634,0.212424,0.894193,0.367619,высокопористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1637.3800,2,0.036823,0.659831,0.056592,0.017905,0.228848,0.903395,0.240343,высокопористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1637.5800,2,0.048998,0.584677,0.064209,0.069934,0.232182,0.825293,0.521338,высокопористый,seal_hydromica_clay,гидрослюдистая тяжелая глина
1637.7800,2,0.101801,0.414441,0.080256,0.174169,0.229333,0.669864,0.684560,высокопористый,seal_hydromica_argillite,гидрослюдистая легкая глина
1637.9800,2,0.197897,0.281637,0.086677,0.219669,0.214121,0.610188,0.717063,высокопористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1638.1800,2,0.274718,0.184415,0.086383,0.250847,0.203636,0.576537,0.743845,высокопористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1638.3800,2,0.241945,0.204835,0.084369,0.266427,0.202424,0.560171,0.759492,высокопористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1638.5800,2,0.228238,0.238296,0.082572,0.263197,0.187697,0.574335,0.761194,высокопористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1638.7800,2,0.242280,0.261613,0.081267,0.237144,0.177697,0.612782,0.744774,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
1638.9800,2,0.336771,0.189828,0.077669,0.223611,0.172121,0.636082,0.742204,пористый,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина
