start_depth,end_depth,thickness,lithotype_code,class_key,class_name,sample_count
1681.5300,1681.7300,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1681.7300,1682.1300,0.4000,2,seal_kaolinite_argillite,каолинитовая легкая глина,2
1682.1300,1682.5300,0.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,2
1682.5300,1682.7300,0.2000,2,seal_kaolinite_argillite,каолинитовая легкая глина,1
1682.7300,1683.9300,1.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,6
1683.9300,1687.1300,3.2000,2,seal_kaolinite_argillite,каолинитовая легкая глина,16
1687.1300,1687.5300,0.4000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,2
1687.5300,1691.1300,3.6000,2,seal_kaolinite_argillite,каолинитовая легкая глина,18
1691.1300,1691.3300,0.2000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,1
1691.3300,1694.3300,3.0000,2,seal_kaolinite_argillite,каолинитовая легкая глина,15
1694.3300,1695.1300,0.8000,2,seal_mixed_argillite,каолинит-гидрослюдистая легкая глина,4
1695.1300,1696.1300,1.0000,2,seal_kaolinite_argillite,каолинитовая легкая глина,5
